Filename,SomaScan_Symbol,SomaScan_Sequence_ID,Gene name,Biomart_Chromosome,Biomart_TranscriptStart,Biomart_TranscriptEnd
6974_6_CD74_HG2A.txt.gz,CD74,6974_6,CD74,5,150401637,150412969
6975_52_SNAPIN_SNAPN.txt.gz,SNAPIN,6975_52,SNAPIN,1,153658703,153661852
6984_6_IGSF8_IGSF8.txt.gz,IGSF8,6984_6,IGSF8,1,160091340,160098943
6986_17_HS3ST3B1_HS3SB.txt.gz,HS3ST3B1,6986_17,HS3ST3B1,17,14301081,14349404
6990_44_SDF2L1_SDF2L.txt.gz,SDF2L1,6990_44,SDF2L1,22,21642302,21644299
6991_24_FUT9_FUT9.txt.gz,FUT9,6991_24,FUT9,6,96015974,96215612
6992_67_HBD_HBD.txt.gz,HBD,6992_67,HBD,11,5232678,5243657
6994_19_C3orf18_CC018.txt.gz,C3orf18,6994_19,C3orf18,3,50558025,50571027
6997_32_RAB26_RAB26.txt.gz,RAB26,6997_32,RAB26,16,2140803,2154165
6998_106_ASPH_HAAH.txt.gz,ASPH,6998_106,ASPH,8,61500556,61714640
7003_4_GALNT10_GLT10.txt.gz,GALNT10,7003_4,GALNT10,5,154190730,154420984
7006_4_COL25A1_COPA1.txt.gz,COL25A1,7006_4,COL25A1,4,108808725,109302752
7007_24_TRAPPC4_TRAPPC4.txt.gz,TRAPPC4,7007_24,TRAPPC4,11,119018763,119025454
7009_8_CD72_CD72.txt.gz,CD72,7009_8,CD72,9,35609982,35646810
7011_8_KCNIP4_KCIP4.txt.gz,KCNIP4,7011_8,KCNIP4,4,20728606,21948772
7015_8_LILRB5_LIRB5.txt.gz,LILRB5,7015_8,LILRB5,19,54249421,54257301
7016_12_GCNT1_GCNT1.txt.gz,GCNT1,7016_12,GCNT1,9,76419850,76651203
7018_10_TSR3_TSR3.txt.gz,TSR3,7018_10,TSR3,16,1349240,1351878
7019_13_SEMA7A_Semaphorin_7A.txt.gz,SEMA7A,7019_13,SEMA7A,15,74409289,74433958
7020_13_CHST5_CHST5.txt.gz,CHST5,7020_13,CHST5,16,75528530,75536108
7038_45_ST8SIA4_SIA8D.txt.gz,ST8SIA4,7038_45,ST8SIA4,5,100806933,100903282
7045_4_BNIP3_BNIP3.txt.gz,BNIP3,7045_4,BNIP3,10,131967684,131981967
7046_6_C20orf173_CT173.txt.gz,C20orf173,7046_6,C20orf173,20,35523186,35529652
7048_4_CEACAM19_CEA19.txt.gz,CEACAM19,7048_4,CEACAM19,19,44662278,44684359
7049_2_ADAM23_ADAM_23.txt.gz,ADAM23,7049_2,ADAM23,2,206443532,206621127
7050_5_NEGR1_NEGR1.txt.gz,NEGR1,7050_5,NEGR1,1,71395943,72282539
7054_87_CLEC2D_CLC2D.txt.gz,CLEC2D,7054_87,CLEC2D,12,9664969,9699553
7059_14_LILRA6_LIRA6.txt.gz,LILRA6,7059_14,LILRA6,19,54236592,54242791
7060_2_ERO1L_ERO1A.txt.gz,ERO1L,7060_2,ERO1L,14,52639915,52695900
7064_2_VAMP8_VAMP8.txt.gz,VAMP8,7064_2,VAMP8,2,85561562,85582031
7065_1_G6B_G6B.txt.gz,G6B,7065_1,G6B,6,31718594,31726714
7066_199_FAM209B_F209B.txt.gz,FAM209B,7066_199,FAM209B,20,56533246,56536520
7069_9_TSNARE1_TSNA1.txt.gz,TSNARE1,7069_9,TSNARE1,8,142212080,142403182
7070_25_KEL_KELL.txt.gz,KEL,7070_25,KEL,7,142941114,142962363
7071_23_MAN1B1_MA1B1.txt.gz,MAN1B1,7071_23,MAN1B1,9,137086857,137109189
7073_69_C22orf15_CV015.txt.gz,C22orf15,7073_69,C22orf15,22,23762990,23765863
7076_17_ECEL1_ECEL1.txt.gz,ECEL1,7076_17,ECEL1,2,232479827,232487834
7081_2_BTN3A1_BT3A1.txt.gz,BTN3A1,7081_2,BTN3A1,6,26402237,26415208
7082_2_B3GNT6_B3GN6.txt.gz,B3GNT6,7082_2,B3GNT6,11,77034398,77041973
7083_74_MATN4_MATN4.txt.gz,MATN4,7083_74,MATN4,20,45293445,45308529
7084_1_DRAXIN_DRAXI.txt.gz,DRAXIN,7084_1,DRAXIN,1,11691710,11725857
7085_81_CDSN_CDSN.txt.gz,CDSN,7085_81,CDSN,6,31115087,31120446
7089_42_SYT11_SYT11.txt.gz,SYT11,7089_42,SYT11,1,155859567,155885199
7090_17_GALNT1_GALT1.txt.gz,GALNT1,7090_17,GALNT1,18,35581117,35711834
7092_7_PDILT_PDILT.txt.gz,PDILT,7092_7,PDILT,16,20359175,20404737
7096_30_RMDN1_RMD1.txt.gz,RMDN1,7096_30,RMDN1,8,86468257,86514357
7097_8_CDY1_CDY1.txt.gz,CDY1,7097_8,CDY1,Y,25622117,25624902
7099_33_FSTL5_FSTL5.txt.gz,FSTL5,7099_33,FSTL5,4,161383897,162164004
7100_31_CD2_CD2.txt.gz,CD2,7100_31,CD2,1,116754430,116769229
7104_71_CABP7_CABP7.txt.gz,CABP7,7104_71,CABP7,22,29720003,29731833
7105_7_CABLES2_CABL2.txt.gz,CABLES2,7105_7,CABLES2,20,62388634,62407285
7106_37_OOSP2_PLACL.txt.gz,OOSP2,7106_37,OOSP2,11,60040409,60048044
7108_7_SMIM24_CS077.txt.gz,SMIM24,7108_7,SMIM24,19,3473986,3480525
7110_2_DNAJB11_DJB11.txt.gz,DNAJB11,7110_2,DNAJB11,3,186567403,186585800
7113_1_GRPEL1_GRPE1.txt.gz,GRPEL1,7113_1,GRPEL1,4,7058671,7068085
7115_5_SEMG1_Semenogelin.txt.gz,SEMG1,7115_5,SEMG1,20,45207033,45209768
7116_31_OSCAR_OSCAR.txt.gz,OSCAR,7116_31,OSCAR,19,54094668,54102692
7117_21_SERPINI2_SPI2.txt.gz,SERPINI2,7117_21,SERPINI2,3,167441914,167478972
7118_24_IGDCC3_IGDC3.txt.gz,IGDCC3,7118_24,IGDCC3,15,65327127,65378002
7121_2_SYT7_SYT7.txt.gz,SYT7,7121_2,SYT7,11,61513714,61581148
7123_25_MRPL52_RM52.txt.gz,MRPL52,7123_25,MRPL52,14,22829879,22835037
7124_18_IL21_IL_21.txt.gz,IL21,7124_18,IL21,4,122610108,122621066
7127_3_APOA2_Apo_A_II.txt.gz,APOA2,7127_3,APOA2,1,161222292,161223631
7128_9_VWA2_VWA2.txt.gz,VWA2,7128_9,VWA2,10,114239254,114294489
7130_4_LAIR2_LAIR2.txt.gz,LAIR2,7130_4,LAIR2,19,54497879,54510687
7132_55_C1QL4_C1QL4.txt.gz,C1QL4,7132_55,C1QL4,12,49332409,49337188
7137_8_MSRA_MSRA.txt.gz,MSRA,7137_8,MSRA,8,10054292,10428891
7139_14_SLITRK4_SLIK4.txt.gz,SLITRK4,7139_14,SLITRK4,X,143622790,143636101
7140_1_CELA2A_ELA2A.txt.gz,CELA2A,7140_1,CELA2A,1,15456728,15472091
7141_21_MGAT4B_MGT4B.txt.gz,MGAT4B,7141_21,MGAT4B,5,179797597,179806952
7142_5_CPN1_CBPN.txt.gz,CPN1,7142_5,CPN1,10,100042193,100081869
7143_9_GCNT2_GNT2C.txt.gz,GCNT2,7143_9,GCNT2,6,10492223,10629368
7144_234_KAZALD1_KAZD1.txt.gz,KAZALD1,7144_234,KAZALD1,10,101061989,101068131
7145_1_ITIH3_ITIH3.txt.gz,ITIH3,7145_1,ITIH3,3,52794768,52808799
7146_16_PDIA4_PDIA4.txt.gz,PDIA4,7146_16,PDIA4,7,149003062,149028662
7147_35_WFDC8_WFDC8.txt.gz,WFDC8,7147_35,WFDC8,20,45551153,45579326
7148_42_FAM173A_F173A.txt.gz,FAM173A,7148_42,FAM173A,16,720581,722590
7153_66_NGRN_NGRN.txt.gz,NGRN,7153_66,NGRN,15,90265659,90275778
7154_92_LEG1_CF058.txt.gz,LEG1,7154_92,LEG1,6,127519455,127591820
7155_46_C4BPB_C4b_binding_protein_beta_chain.txt.gz,C4BPB,7155_46,C4BPB,1,207088860,207099993
7156_2_FUT10_FUT10.txt.gz,FUT10,7156_2,FUT10,8,33370824,33473146
7157_22_PCDHA4_PCDA4.txt.gz,PCDHA4,7157_22,PCDHA4,5,140807037,141012347
7161_25_H6PD_G6PE.txt.gz,H6PD,7161_25,H6PD,1,9234774,9271337
7163_26_LACRT_lacritin.txt.gz,LACRT,7163_26,LACRT,12,54630811,54634895
7167_102_VAPA_VAPA.txt.gz,VAPA,7167_102,VAPA,18,9914016,9960021
7173_141_TMEM132C_T132C.txt.gz,TMEM132C,7173_141,TMEM132C,12,128267170,128707911
7175_4_PCDHGA2_PCDG2.txt.gz,PCDHGA2,7175_4,PCDHGA2,5,141338760,141512975
7178_59_DEPP_DEPP.txt.gz,DEPP,7178_59,DEPP,10,44970981,44978809
7179_69_NFASC_NFASC.txt.gz,NFASC,7179_69,NFASC,1,204828651,205022822
7180_114_IFNA14_IFN14.txt.gz,IFNA14,7180_114,IFNA14,9,21239002,21240005
7181_17_VAPB_VAPB.txt.gz,VAPB,7181_17,VAPB,20,58389229,58451101
7183_102_C19orf80_TD26.txt.gz,C19orf80,7183_102,C19orf80,19,11237502,11241943
7184_13_CEACAM7_CEAM7.txt.gz,CEACAM7,7184_13,CEACAM7,19,41673303,41706976
7185_29_GP5_GPV.txt.gz,GP5,7185_29,GP5,3,194394821,194399266
7186_111_STX3_STX3.txt.gz,STX3,7186_111,STX3,11,59713456,59805882
7187_3_PPM1L_PPM1L.txt.gz,PPM1L,7187_3,PPM1L,3,160755602,161078902
7189_55_CHST3_CHST3.txt.gz,CHST3,7189_55,CHST3,10,71964395,72013558
7191_32_SLMAP_SLMAP.txt.gz,SLMAP,7191_32,SLMAP,3,57755450,57930003
7192_37_IFNLR1_CRF2_12.txt.gz,IFNLR1,7192_37,IFNLR1,1,24154168,24187959
7193_98_PCDHAC1_PCDC1.txt.gz,PCDHAC1,7193_98,PCDHAC1,5,140926299,141012347
7194_36_NPTN_NPTN.txt.gz,NPTN,7194_36,NPTN,15,73560014,73634134
7196_21_IFNW1_IFN_w.txt.gz,IFNW1,7196_21,IFNW1,9,21140632,21141832
7197_2_DNAJC15_DJC15.txt.gz,DNAJC15,7197_2,DNAJC15,13,43023203,43114213
7198_197_FAM20B_FA20B.txt.gz,FAM20B,7198_197,FAM20B,1,179025804,179076567
7199_3_SYN3_SYN3.txt.gz,SYN3,7199_3,SYN3,22,32507820,33058381
7200_4_LRFN2_LRFN2.txt.gz,LRFN2,7200_4,LRFN2,6,40391591,40587364
7201_5_ISCU_ISCU.txt.gz,ISCU,7201_5,ISCU,12,108562582,108569368
7202_107_SEMA6C_SEMA6C.txt.gz,SEMA6C,7202_107,SEMA6C,1,151131685,151146631
7203_125_RFNG_RFNG.txt.gz,RFNG,7203_125,RFNG,17,82047902,82051831
7204_1_CEACAM21_CEA21.txt.gz,CEACAM21,7204_1,CEACAM21,19,41549518,41586844
7206_20_FBP1_F16P1.txt.gz,FBP1,7206_20,FBP1,9,94603133,94640249
7207_4_IK_RED.txt.gz,IK,7207_4,IK,5,140647058,140662480
7208_60_MGAT4C_MGT4C.txt.gz,MGAT4C,7208_60,MGAT4C,12,85955666,86838904
7210_25_APLP1_Amyloid_like_protein_1.txt.gz,APLP1,7210_25,APLP1,19,35867899,35879792
7211_2_RNASE1_RNase_1.txt.gz,RNASE1,7211_2,RNASE1,14,20801228,20802855
7215_18_CYB5R3_NADH_cytochrome_b5_reductase.txt.gz,CYB5R3,7215_18,CYB5R3,22,42615730,42720870
7218_87_ATP1B2_AT1B2.txt.gz,ATP1B2,7218_87,ATP1B2,17,7646627,7657770
7221_56_CKAP4_CKAP4.txt.gz,CKAP4,7221_56,CKAP4,12,106237881,106304279
7223_60_S100A13_S100A13.txt.gz,S100A13,7223_60,S100A13,1,153618787,153631360
7224_11_TRAT1_TRAT1.txt.gz,TRAT1,7224_11,TRAT1,3,108822770,108855005
7225_51_MMGT1_MMGT1.txt.gz,MMGT1,7225_51,MMGT1,X,135960588,135974029
7227_75_COCH_COCH.txt.gz,COCH,7227_75,COCH,14,30874514,30895065
7228_2_ST6GALNAC6_SIA7F.txt.gz,ST6GALNAC6,7228_2,ST6GALNAC6,9,127885321,127905408
7231_37_TMPRSS11A_TM11A.txt.gz,TMPRSS11A,7231_37,TMPRSS11A,4,67909395,67964140
7233_73_P2RX6_P2RX6.txt.gz,P2RX6,7233_73,P2RX6,22,21009808,21028013
7234_12_COLGALT2_GT252.txt.gz,COLGALT2,7234_12,COLGALT2,1,183929854,184037729
7240_2_MBTPS1_MBTP1.txt.gz,MBTPS1,7240_2,MBTPS1,16,84053761,84116942
7242_14_VSTM4_CJ072.txt.gz,VSTM4,7242_14,VSTM4,10,49014236,49115522
7244_16_IGFLR1_TM149.txt.gz,IGFLR1,7244_16,IGFLR1,19,35738801,35742453
7245_2_CELF2_CELF2.txt.gz,CELF2,7245_2,CELF2,10,10798397,11336675
7246_4_FREM2_FREM2.txt.gz,FREM2,7246_4,FREM2,13,38687077,38887131
7247_1_GORAB_GORAB.txt.gz,GORAB,7247_1,GORAB,1,170531819,170553834
7249_307_BCL2L10_B2L10.txt.gz,BCL2L10,7249_307,BCL2L10,15,52109263,52112775
7251_64_C1QTNF3_C1QT3.txt.gz,C1QTNF3,7251_64,C1QTNF3,5,34017858,34043213
7253_6_QKI_QKI.txt.gz,QKI,7253_6,QKI,6,163414000,163578592
7257_18_PTH2_TIP39.txt.gz,PTH2,7257_18,PTH2,19,49422419,49423441
7258_5_PRG2_EMBP.txt.gz,PRG2,7258_5,PRG2,11,57386780,57390650
7262_191_CHST14_CHSTE.txt.gz,CHST14,7262_191,CHST14,15,40470984,40473158
7265_32_OSTN_OSTN.txt.gz,OSTN,7265_32,OSTN,3,191199241,191265615
7266_4_SERPINA9_SPA9.txt.gz,SERPINA9,7266_4,SERPINA9,14,94462717,94479689
7267_2_SPTLC2_LCB2.txt.gz,SPTLC2,7267_2,SPTLC2,14,77505997,77616637
7551_33_LRRC32_LRC32.txt.gz,LRRC32,7551_33,LRRC32,11,76657524,76670747
7624_19_ANK2_ANK2.txt.gz,ANK2,7624_19,ANK2,4,112818032,113384221
7625_27_YWHAQ_14_3_3_protein_theta.txt.gz,YWHAQ,7625_27,YWHAQ,2,9583967,9630997
7628_40_CRELD1_CREL1.txt.gz,CRELD1,7628_40,CRELD1,3,9933793,9945413
7638_30_LMAN2_Lectin__mannose_binding_2.txt.gz,LMAN2,7638_30,LMAN2,5,177315805,177351840
7648_9_MYBPC1_MYPC1.txt.gz,MYBPC1,7648_9,MYBPC1,12,101568353,101686028
7655_11_NPPB_N_terminal_pro_BNP.txt.gz,NPPB,7655_11,NPPB,1,11857464,11858945
7696_3_NBR1_NBR1.txt.gz,NBR1,7696_3,NBR1,17,43170481,43211689
7713_102_FMR1_FMR1.txt.gz,FMR1,7713_102,FMR1,X,147911919,147951125
7717_95_CFTR_CFTR.txt.gz,CFTR,7717_95,CFTR,7,117287120,117715971
7732_45_VAMP4_VAMP4.txt.gz,VAMP4,7732_45,VAMP4,1,171700160,171742074
7736_28_OPALIN_OPALI.txt.gz,OPALIN,7736_28,OPALIN,10,96343221,96359365
7737_76_ITGB6_ITB6.txt.gz,ITGB6,7737_76,ITGB6,2,160099667,160200313
7738_299_STX2_STX2.txt.gz,STX2,7738_299,STX2,12,130789600,130839254
7740_33_FATE1_FATE1.txt.gz,FATE1,7740_33,FATE1,X,151716035,151723194
7741_111_RTF1_RTF1.txt.gz,RTF1,7741_111,RTF1,15,41408408,41483563
7742_11_RNF148_RN148.txt.gz,RNF148,7742_11,RNF148,7,122701668,122702922
7743_5_TIMM50_TIM50.txt.gz,TIMM50,7743_5,TIMM50,19,39480412,39493785
7745_3_CISD1_ZCD1.txt.gz,CISD1,7745_3,CISD1,10,58269162,58289586
7747_47_NDUFB11_NDUBB.txt.gz,NDUFB11,7747_47,NDUFB11,X,47142071,47145466
7748_11_NDUFV2_NDUV2.txt.gz,NDUFV2,7748_11,NDUFV2,18,9102630,9134345
7751_121_SFRP2_SARP_1.txt.gz,SFRP2,7751_121,SFRP2,4,153780591,153789083
7752_31_CLEC4D_CLC4D.txt.gz,CLEC4D,7752_31,CLEC4D,12,8509475,8522366
7753_21_HTATIP2_HTAI2.txt.gz,HTATIP2,7753_21,HTATIP2,11,20363685,20383782
7754_11_JAG1_JAG1.txt.gz,JAG1,7754_11,JAG1,20,10637684,10673999
7755_37_ITGB5_ITB5.txt.gz,ITGB5,7755_37,ITGB5,3,124761948,124901418
7757_5_HLA_DQA2_DQA2.txt.gz,HLA-DQA2,7757_5,HLA,6,32741391,32747198
7758_217_RNF215_RN215.txt.gz,RNF215,7758_217,RNF215,22,30368811,30421771
7761_125_CHKB_CHKB.txt.gz,CHKB,7761_125,CHKB,22,50578959,50601455
7762_30_SNN_SNN.txt.gz,SNN,7762_30,SNN,16,11668455,11679152
7763_25_CDH11_Cadherin_11.txt.gz,CDH11,7763_25,CDH11,16,64943753,65126112
7765_15_ITM2A_ITM2A.txt.gz,ITM2A,7765_15,ITM2A,X,79360384,79367667
7766_25_ZP4_ZP4.txt.gz,ZP4,7766_25,ZP4,1,237877864,237890922
7767_1_CLPSL2_CF126.txt.gz,CLPSL2,7767_1,CLPSL2,6,35776594,35779552
7769_29_SH3BP2_3BP2.txt.gz,SH3BP2,7769_29,SH3BP2,4,2793071,2841098
7770_25_NFU1_NFU1.txt.gz,NFU1,7770_25,NFU1,2,69396113,69437628
7773_20_KIR2DL2_KI2L2.txt.gz,KIR2DL2,7773_20,KIR2DL2,HSCHR19KIR_FH05_B_HAP_CTG3_1,53236,67566
7776_20_UNC5B_UNC5B.txt.gz,UNC5B,7776_20,UNC5B,10,71212570,71302864
7778_104_C9orf89_BINCA.txt.gz,C9orf89,7778_104,C9orf89,9,93096217,93113283
7779_86_CHST11_CHSTB.txt.gz,CHST11,7779_86,CHST11,12,104455295,104762014
7782_34_EDDM3B_EP3B.txt.gz,EDDM3B,7782_34,EDDM3B,14,20768404,20770948
7784_1_KNG1_Kininogen__HMW.txt.gz,KNG1,7784_1,KNG1,3,186717348,186744410
7785_1_EFNB3_Ephrin_B3.txt.gz,EFNB3,7785_1,EFNB3,17,7705202,7711372
7786_83_CLEC2B_CLC2B.txt.gz,CLEC2B,7786_83,CLEC2B,12,9852369,9869386
7787_25_LILRA5_LIRA5.txt.gz,LILRA5,7787_25,LILRA5,19,54307070,54313166
7788_1_ATP5J_CF6.txt.gz,ATP5J,7788_1,ATP5J,21,25716503,25735673
7789_182_PRDX4_PRDX4.txt.gz,PRDX4,7789_182,PRDX4,X,23664262,23686397
7790_21_LIF_LIF.txt.gz,LIF,7790_21,LIF,22,30240453,30246759
7792_58_CCDC90B_CC90B.txt.gz,CCDC90B,7792_58,CCDC90B,11,83259081,83286390
7795_14_KLRC3_NKG2E.txt.gz,KLRC3,7795_14,KLRC3,12,10412315,10420595
7796_10_CD79A_CD79A.txt.gz,CD79A,7796_10,CD79A,19,41877279,41881372
7797_11_CCDC167_CC167.txt.gz,CCDC167,7797_11,CCDC167,6,37482938,37499893
7803_4_CHST1_CHST1.txt.gz,CHST1,7803_4,CHST1,11,45647689,45665622
7805_52_GOSR1_GOS_28.txt.gz,GOSR1,7805_52,GOSR1,17,30477362,30527592
7806_33_B4GALT7_B4GT7.txt.gz,B4GALT7,7806_33,B4GALT7,5,177600132,177610330
7808_5_GLCE_GLCE.txt.gz,GLCE,7808_5,GLCE,15,69160584,69272217
7809_22_SPATA9_SPAT9.txt.gz,SPATA9,7809_22,SPATA9,5,95652181,95698711
7810_20_C1QTNF5_C1QTNF5.txt.gz,C1QTNF5,7810_20,C1QTNF5,11,119338942,119340940
7815_49_IGFBPL1_IBPL1.txt.gz,IGFBPL1,7815_49,IGFBPL1,9,38406528,38424454
7818_101_GBP6_GBP6.txt.gz,GBP6,7818_101,GBP6,1,89364059,89388160
7821_6_C1D_C1D.txt.gz,C1D,7821_6,C1D,2,68041130,68110948
7822_11_HRASLS2_HRSL2.txt.gz,HRASLS2,7822_11,HRASLS2,11,63552770,63563379
7823_22_ST6GALNAC2_SIA7B.txt.gz,ST6GALNAC2,7823_22,ST6GALNAC2,17,76565377,76586956
7824_88_MSRB3_MSRB3.txt.gz,MSRB3,7824_88,MSRB3,12,65278643,65491430
7825_7_ABHD12_ABD12.txt.gz,ABHD12,7825_7,ABHD12,20,25294742,25390835
7826_1_DCLK3_DCLK3.txt.gz,DCLK3,7826_1,DCLK3,3,36712421,36764553
7827_20_ADAM32_ADA32.txt.gz,ADAM32,7827_20,ADAM32,8,39106990,39284917
7835_2_BNIP3L_BNI3L.txt.gz,BNIP3L,7835_2,BNIP3L,8,26383054,26505636
7838_27_SMR3A_SMR3A.txt.gz,SMR3A,7838_27,SMR3A,4,70360760,70367158
7839_99_FAM19A3_F19A3.txt.gz,FAM19A3,7839_99,FAM19A3,1,112718905,112727235
7841_84_ESAM_ESAM.txt.gz,ESAM,7841_84,ESAM,11,124752583,124762290
7842_52_SERF1A_SERF1.txt.gz,SERF1A,7842_52,SERF1A,5,70900669,70918530
7846_44_PSG11_PSG11.txt.gz,PSG11,7846_44,PSG11,19,43007656,43026474
7849_3_QPCT_Glutaminyl_cyclase.txt.gz,QPCT,7849_3,QPCT,2,37342827,37373322
7850_1_COX4I2_COX42.txt.gz,COX4I2,7850_1,COX4I2,20,31637912,31645006
7851_30_ANKRD46_ANR46.txt.gz,ANKRD46,7851_30,ANKRD46,8,100509752,100559784
7852_9_MTIF3_IF3M.txt.gz,MTIF3,7852_9,MTIF3,13,27435643,27450591
7853_19_SCO1_SCO1.txt.gz,SCO1,7853_19,SCO1,17,10672474,10698375
7854_38_NCR3LG1_NR3L1.txt.gz,NCR3LG1,7854_38,NCR3LG1,11,17351800,17377341
7856_51_FAM151A_F151A.txt.gz,FAM151A,7856_51,FAM151A,1,54609181,54623556
7857_22_NTS_NEUT.txt.gz,NTS,7857_22,NTS,12,85874295,85882992
7859_21_PCDHGC3_PCDGK.txt.gz,PCDHGC3,7859_21,PCDHGC3,5,141475947,141512977
7860_9_HERC4_HERC4.txt.gz,HERC4,7860_9,HERC4,10,67921899,68075301
7861_9_ROR2_ROR2.txt.gz,ROR2,7861_9,ROR2,9,91563091,91950228
7863_50_PGRMC1_PGRC1.txt.gz,PGRMC1,7863_50,PGRMC1,X,119236245,119244466
7864_3_SIGLEC8_SIGL8.txt.gz,SIGLEC8,7864_3,SIGLEC8,19,51450847,51458456
7865_126_PLA2G16_HRSL3.txt.gz,PLA2G16,7865_126,PLA2G16,11,63573195,63616883
7866_11_DNAJC30_DJC30.txt.gz,DNAJC30,7866_11,DNAJC30,7,73680918,73683453
7867_154_ST6GALNAC1_SIA7A.txt.gz,ST6GALNAC1,7867_154,ST6GALNAC1,17,76624761,76643786
7871_16_TMEM132A_T132A.txt.gz,TMEM132A,7871_16,TMEM132A,11,60924460,60937159
7873_32_TSSK2_TSSK2.txt.gz,TSSK2,7873_32,TSSK2,22,19131308,19132622
7875_86_PLEK_PLEK.txt.gz,PLEK,7875_86,PLEK,2,68365282,68397453
7878_2_SEC61B_SC61B.txt.gz,SEC61B,7878_2,SEC61B,9,99222064,99230615
7879_12_CYP3A4_Cytochrome_P450_3A4.txt.gz,CYP3A4,7879_12,CYP3A4,7,99756960,99784248
7880_9_PSMA1_PSA1.txt.gz,PSMA1,7880_9,PSMA1,11,14504874,14643635
7881_244_PARP16_PAR16.txt.gz,PARP16,7881_244,PARP16,15,65234460,65300618
7886_26_SPTLC1_SPTC1.txt.gz,SPTLC1,7886_26,SPTLC1,9,92000087,92115413
7887_57_COX5B_COX5B.txt.gz,COX5B,7887_57,COX5B,2,97646062,97648383
7888_58_COA3_CCD56.txt.gz,COA3,7888_58,COA3,17,42795147,42798704
7890_68_DPP10_DPP10.txt.gz,DPP10,7890_68,DPP10,2,114442299,115845780
7891_45_UGT1A6_UGT_1A6.txt.gz,UGT1A6,7891_45,UGT1A6,2,233691607,233773300
7892_132_KIAA1467_K1467.txt.gz,KIAA1467,7892_132,KIAA1467,12,13044381,13142521
7894_155_FGF3_FGF_3.txt.gz,FGF3,7894_155,FGF3,11,69809968,69819416
7895_108_MRAP_MRAP.txt.gz,MRAP,7895_108,MRAP,21,32291813,32314784
7897_75_DLG3_DLG3.txt.gz,DLG3,7897_75,DLG3,X,70444835,70505490
7898_29_MDM1_MDM1.txt.gz,MDM1,7898_29,MDM1,12,68272443,68332381
7903_18_VAMP3_VAMP3.txt.gz,VAMP3,7903_18,VAMP3,1,7771296,7781432
7905_30_HP_HPT.txt.gz,HP,7905_30,HP,16,72054505,72061055
7910_41_LRFN1_LRFN1.txt.gz,LRFN1,7910_41,LRFN1,19,39306566,39320863
7911_29_SCN4B_SCN4B.txt.gz,SCN4B,7911_29,SCN4B,11,118133377,118152888
7916_10_S100A7_S100A7.txt.gz,S100A7,7916_10,S100A7,1,153457744,153460651
7917_17_CPD_CBPD.txt.gz,CPD,7917_17,CPD,17,30378927,30469989
7918_114_AMY1A_Amylase__alpha_1A.txt.gz,AMY1A,7918_114,AMY1A,1,103655760,103664554
7920_30_ST8SIA2_SIA8B.txt.gz,ST8SIA2,7920_30,ST8SIA2,15,92393881,92468728
7921_65_FJX1_FJX1.txt.gz,FJX1,7921_65,FJX1,11,35618460,35620865
7922_5_ADM_Adrenomedullin.txt.gz,ADM,7922_5,ADM,11,10305073,10307397
7923_41_SEMA4C_SEM4C.txt.gz,SEMA4C,7923_41,SEMA4C,2,96859718,96870757
7924_7_CD3G_CD3G.txt.gz,CD3G,7924_7,CD3G,11,118344344,118355161
7925_18_SMCO2_CL070.txt.gz,SMCO2,7925_18,SMCO2,12,27446736,27502185
7926_13_SPINT3_SPIT3.txt.gz,SPINT3,7926_13,SPINT3,20,45512461,45515622
7927_16_ST6GALNAC5_SIA7E.txt.gz,ST6GALNAC5,7927_16,ST6GALNAC5,1,76867480,77067546
7928_183_TPST1_TPST1.txt.gz,TPST1,7928_183,TPST1,7,66205317,66420543
7930_3_EXOSC1_EXOS1.txt.gz,EXOSC1,7930_3,EXOSC1,10,97435909,97446017
7932_23_SYT8_SYT8.txt.gz,SYT8,7932_23,SYT8,11,1828307,1837521
7933_75_ADAM22_ADA22.txt.gz,ADAM22,7933_75,ADAM22,7,87934143,88202889
7934_11_NDRG4_NDRG4.txt.gz,NDRG4,7934_11,NDRG4,16,58462846,58513628
7935_26_LARGE_LARGE.txt.gz,LARGE,7935_26,LARGE,22,33162226,33922841
7939_1_PQLC2L_CC055.txt.gz,PQLC2L,7939_1,PQLC2L,3,157543246,157677749
7943_16_CUZD1_CUZD1.txt.gz,CUZD1,7943_16,CUZD1,10,122832158,122846175
7944_1_KIR3DL3_KI3L3.txt.gz,KIR3DL3,7944_1,KIR3DL3,19,54724442,54736632
7945_10_SEMA6A_Semaphorin_6A.txt.gz,SEMA6A,7945_10,SEMA6A,5,116443555,116574823
7947_19_ENTHD2_AP4AT.txt.gz,ENTHD2,7947_19,ENTHD2,17,81228277,81239091
7948_129_GLTPD2_GLTD2.txt.gz,GLTPD2,7948_129,GLTPD2,17,4788964,4790589
7950_142_BTNL9_BTNL9.txt.gz,BTNL9,7950_142,BTNL9,5,181040225,181061521
7952_2_VTI1A_VTI1A.txt.gz,VTI1A,7952_2,VTI1A,10,112446998,112818744
7953_20_SLAMF1_SLAF1.txt.gz,SLAMF1,7953_20,SLAMF1,1,160608106,160647044
7955_195_ITIH1_ITI_heavy_chain_H1.txt.gz,ITIH1,7955_195,ITIH1,3,52777595,52792068
7956_11_MINOS1_MOS1.txt.gz,MINOS1,7956_11,MINOS1,1,19484403,19629821
7957_2_SCG3_SCG3.txt.gz,SCG3,7957_2,SCG3,15,51681492,51721026
